episode,step,ball_x,ball_y,ball_controller,ball_controller_team,last_goal,reward_p0,actions
1,122,12.866266798675069,37.334623519048414,-1,,,0.18571449097835493,"[{""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.65, ""kick_dir"": [0.9476057051050546, 0.3194421130702416]}, {""move_vx"": -5.722117646176171, ""move_vy"": 1.594041920188831, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 3.8183766184073566, ""move_vy"": 3.8183766184073566, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.4, ""kick_dir"": [0.8949457602948161, -0.44617452590316387]}, {""move_vx"": -4.313351365237939, ""move_vy"": -4.313351365237939, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.65, ""kick_dir"": [0.8853502844929513, 0.46492430548485286]}, {""move_vx"": 5.303409906752614, ""move_vy"": -1.0167808814873747, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.313351365237939, ""move_vy"": 4.313351365237939, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.744200380736024, ""move_vy"": -1.8715134911146556, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 5.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.3953489236224352, ""move_vy"": 0.762892972084533, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 5.4, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.9, ""kick_dir"": [-0.6201392490251751, 0.7844915824793511]}, {""move_vx"": -5.127688825749713, ""move_vy"": -2.710499456978645, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -7.405490301177781, ""move_vy"": 1.1868923283776958, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.7, ""kick_dir"": [-0.9999727725639098, 0.007376684710339218]}, {""move_vx"": -5.3147045220147895, ""move_vy"": -0.9559894579311823, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": -6.4, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.598644068539885, ""move_vy"": -0.09879710503198869, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}]"
1,123,12.718025578782736,37.336523620565714,-1,,,0.18339515772721404,"[{""move_vx"": -3.5355339059327373, ""move_vy"": 3.5355339059327373, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.1012193308819755, ""move_vy"": 4.1012193308819755, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.4, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 5.14954561225686, ""move_vy"": -1.6254783872097855, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.8, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.615493078275519, ""move_vy"": 2.9727636374913446, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.27840293420295, ""move_vy"": 0.5212068646821442, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": -4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.1, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [0.9987894735003707, 0.04918890063026346]}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.9, ""kick_dir"": [-0.5481844241001189, -0.8363571978585312]}, {""move_vx"": -3.5355339059327373, ""move_vy"": -3.5355339059327373, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.7, ""kick_dir"": [-0.9842381301923342, 0.176848157895134]}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [-0.9979509145885113, 0.06398392660561227]}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.65, ""kick_dir"": [-0.20887838999016559, 0.977941447726415]}, {""move_vx"": 4.1012193308819755, ""move_vy"": -4.1012193308819755, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": -4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.242640687119285, ""move_vy"": -4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -7.411177854355016, ""move_vy"": -1.1508443904880286, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": -6.4, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.9, ""kick_dir"": [0.7162509494356767, -0.6978426354450664]}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.9, ""kick_dir"": [0.9460170777190189, -0.32411626185811115]}]"
1,124,12.574198241212699,37.33836714656033,-1,,,0.18690162138131652,"[{""move_vx"": 5.246392378441191, ""move_vy"": -0.1945944794545333, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.1133765174755283, ""move_vy"": 1.554762573652953, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [0.9990659405527048, 0.04321134317206026]}, {""move_vx"": 0.0, ""move_vy"": 5.4, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": -5.8, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.5886127121914875, ""move_vy"": -3.742470280696649, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.7, ""kick_dir"": [0.9987671292143748, 0.049640565769525004]}, {""move_vx"": -3.5708874612892214, ""move_vy"": -0.4569056125803397, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.313351365237939, ""move_vy"": -4.313351365237939, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.7995681835193045, ""move_vy"": -0.06438362951256774, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 3.5355339059327373, ""move_vy"": -3.5355339059327373, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [-0.9841064664906477, 0.17757936433862478]}, {""move_vx"": -5.927911295244769, ""move_vy"": 0.3787712709664067, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [-0.9948091763523433, -0.10175791747950519]}, {""move_vx"": 4.1012193308819755, ""move_vy"": 4.1012193308819755, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.212863392094515, ""move_vy"": 1.0441879482027459, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -7.499388202714998, ""move_vy"": 0.0957944934696823, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 6.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.525483399593904, ""move_vy"": -4.525483399593904, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.525483399593904, ""move_vy"": 4.525483399593904, ""kick_power"": 0.0, ""kick_dir"": null}]"
1,125,12.434653362618809,37.340155781568455,-1,,,0.1903780653801167,"[{""move_vx"": 5.2461348174883975, ""move_vy"": -0.20141866034700073, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.65, ""kick_dir"": [-0.6818237660756523, 0.7315163511587763]}, {""move_vx"": -4.355294168641524, ""move_vy"": -1.4489695319768265, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [0.9981437939262815, -0.060901062487502454]}, {""move_vx"": -5.8, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [0.9888514416262162, 0.14890530957648418]}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.9, ""kick_dir"": [0.6583987450105958, 0.7526690245540512]}, {""move_vx"": 5.822849142218832, ""move_vy"": 1.4472138290388925, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.1, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 6.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.249997571809354, ""move_vy"": -0.0050493559869863175, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.562881708503519, ""move_vy"": 0.8424431815879382, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.8183766184073566, ""move_vy"": 3.8183766184073566, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.4, ""kick_dir"": [-0.667584677099877, 0.7445337077333007]}, {""move_vx"": -5.1386112878182235, ""move_vy"": -2.6897349372581565, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -7.397011886483992, ""move_vy"": 1.2386343896463317, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.586013455691573, ""move_vy"": 2.1900807457335176, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.167005613362138, ""move_vy"": -1.2876497057662428, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.4, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -7.198401574149949, ""move_vy"": -0.15170622029276962, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.4, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}]"
1,126,12.299263432785054,37.341891159969215,-1,,,0.1933223314453112,"[{""move_vx"": 4.499999935874684, ""move_vy"": -0.0007596892983086428, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.9, ""kick_dir"": [-0.8163374482858876, 0.5775751297654452]}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.65, ""kick_dir"": [-0.9384780605789212, 0.34533857714288346]}, {""move_vx"": -3.065789099271233, ""move_vy"": -1.0481112530593704, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 5.208725583599671, ""move_vy"": -2.5513090355255392, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": -6.1, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.2788931062761, ""move_vy"": 0.5152682407819094, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.65, ""kick_dir"": [0.34579153733530477, 0.9383112207680392]}, {""move_vx"": 4.313351365237939, ""move_vy"": 4.313351365237939, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.4, ""kick_dir"": [-0.5781837481355065, 0.8159062661782036]}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.65, ""kick_dir"": [0.8925149115221355, -0.45101756757107037]}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.4, ""kick_dir"": [-0.9644778889346104, 0.264163446909642]}, {""move_vx"": -6.848490841902841, ""move_vy"": 1.2408759762252324, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.2318560280487256, ""move_vy"": 0.22957921065531242, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.4, ""kick_dir"": [-0.7156276938100224, 0.6984817514739079]}, {""move_vx"": -4.5465402650679945, ""move_vy"": -0.9265913976049273, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.7, ""kick_dir"": [-0.9920159304132045, 0.12611246033317958]}, {""move_vx"": -6.299889255047125, ""move_vy"": 0.037354707090277696, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.877070571155288, ""move_vy"": 1.2083217707467067, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.5520549418541725, ""move_vy"": -1.2902270818087243, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.178128758365966, ""move_vy"": -3.7612474741478175, ""kick_power"": 0.0, ""kick_dir"": null}]"
1,127,12.167904738112098,37.3435748674781,-1,,,0.19525605461968806,"[{""move_vx"": 3.5355339059327373, ""move_vy"": 3.5355339059327373, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.1012193308819755, ""move_vy"": 4.1012193308819755, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [0.9987971603957226, 0.049032704430436676]}, {""move_vx"": 5.141883752417732, ""move_vy"": -1.6495549328902468, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.006364699494625, ""move_vy"": -3.5164162291550234, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -7.348468459280436, ""move_vy"": 2.0348553518519696, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.279045006282584, ""move_vy"": 0.5134138769820701, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": -4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 6.1, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 6.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.910974275346218, ""move_vy"": 0.9393251124545168, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.7, ""kick_dir"": [-0.9839785533880013, 0.1782867753212585]}, {""move_vx"": -0.0, ""move_vy"": 5.4, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 5.4, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": -5.8, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": -4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": -4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -8.168256572183482, ""move_vy"": 1.5817662820345346, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.4, ""kick_dir"": [0.7240283645095857, -0.6897700513550714]}, {""move_vx"": 4.525483399593904, ""move_vy"": 4.525483399593904, ""kick_power"": 0.0, ""kick_dir"": null}]"
1,128,12.040457248573029,37.3452084425959,-1,,,0.19216258613608297,"[{""move_vx"": -3.5355339059327373, ""move_vy"": 3.5355339059327373, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.9, ""kick_dir"": [0.9314703881938454, 0.36381681712628783]}, {""move_vx"": 5.4, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 5.1418837524177325, ""move_vy"": -1.6495549328902475, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.405827823303201, ""move_vy"": 2.212144025918605, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 6.1, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.839473556061162, ""move_vy"": -1.6091910079865344, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 7.491925555113945, ""move_vy"": -0.34792452720469497, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.313351365237939, ""move_vy"": 4.313351365237939, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 5.211154565466127, ""move_vy"": 1.41558047981086, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.265911112700282, ""move_vy"": 1.6218138466358203, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 3.8183766184073566, ""move_vy"": 3.8183766184073566, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.8183766184073566, ""move_vy"": -3.8183766184073566, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.1496501425484436, ""move_vy"": -2.6685395648839076, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.65, ""kick_dir"": [-0.9630963640757708, 0.2691544383908753]}, {""move_vx"": -5.644677217781422, ""move_vy"": 0.792224152029825, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 5.101495256979288, ""move_vy"": -1.8890066551015186, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.296100230618105, ""move_vy"": -0.22163457765125677, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 5.379811005960425, ""move_vy"": 0.8069904213477942, ""kick_power"": 0.0, ""kick_dir"": null}]"
1,129,11.916804508034986,37.34679337801457,-1,,,0.1901529444887003,"[{""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.9, ""kick_dir"": [0.956420059019662, -0.2919940656012616]}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.7, ""kick_dir"": [0.9832568022706666, 0.18222521888053544]}, {""move_vx"": 5.4, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.8183766184073566, ""move_vy"": -3.8183766184073566, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.985480760948228, ""move_vy"": -3.5518474151233774, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.313351365237939, ""move_vy"": 4.313351365237939, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [0.9987835594636019, 0.04930888605449579]}, {""move_vx"": -4.242640687119285, ""move_vy"": -4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.313351365237939, ""move_vy"": 4.313351365237939, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.291323249631414, ""move_vy"": 0.3305325530824805, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 6.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 3.5355339059327373, ""move_vy"": -3.5355339059327373, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [-0.9839969964188517, 0.1781849566765887]}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.4, ""kick_dir"": [-0.7919654683143978, 0.6105656816817027]}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.7, ""kick_dir"": [-0.982353875603331, -0.18703163339883744]}, {""move_vx"": 4.242640687119285, ""move_vy"": -4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [-0.9999943627897473, 0.0033518453852042465]}, {""move_vx"": -3.5123383791887526, ""move_vy"": -0.7896069339093494, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [-0.9901135795599952, 0.14026779120103472]}, {""move_vx"": -5.552632939459756, ""move_vy"": -1.2877373333201536, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.525483399593904, ""move_vy"": 4.525483399593904, ""kick_power"": 0.0, ""kick_dir"": null}]"
1,130,11.796833527846463,37.34833112198115,-1,,,0.1928420715867801,"[{""move_vx"": 3.5965357543442518, ""move_vy"": -3.102810108228252, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 5.178539704605036, ""move_vy"": 2.6120349400092606, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.8183766184073566, ""move_vy"": -3.8183766184073566, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.7, ""kick_dir"": [0.9984350501361874, -0.05592337085183623]}, {""move_vx"": -5.995127996796524, ""move_vy"": -3.53553960549539, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.313351365237939, ""move_vy"": -4.313351365237939, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -7.4602126582115025, ""move_vy"": -0.7715096203294409, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -6.898134321640726, ""move_vy"": -3.2490564600514773, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": -4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 3.5355339059327373, ""move_vy"": -3.5355339059327373, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.712432725932424, ""move_vy"": -1.4484052621973953, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.659963460798926, ""move_vy"": 0.3372145050573154, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.627463259575016, ""move_vy"": -0.6932223756727314, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 5.8, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.334954049524904, ""move_vy"": 0.8356226956335232, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 5.088675775473307, ""move_vy"": -1.9232729530961377, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 6.0, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.525483399593904, ""move_vy"": 4.525483399593904, ""kick_power"": 0.0, ""kick_dir"": null}]"
1,131,11.695784592978223,37.89531507626944,0,A,,0.6314805258685169,"[{""move_vx"": 4.902388002309998, ""move_vy"": 0.9831540442916264, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.1012193308819755, ""move_vy"": -4.1012193308819755, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.8183766184073566, ""move_vy"": -3.8183766184073566, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 1.0, ""kick_dir"": [0.9982910589360643, -0.058437440629355]}, {""move_vx"": 6.860462142150746, ""move_vy"": -1.172884988443621, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.520550146167444, ""move_vy"": -3.8065669136796196, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.65, ""kick_dir"": [0.6042570523634246, -0.7967892742099991]}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.7, ""kick_dir"": [0.999181403369282, -0.04045356661511221]}, {""move_vx"": 7.508689632526949, ""move_vy"": -1.3267271770723252, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 0.0, ""move_vy"": 0.0, ""kick_power"": 0.9, ""kick_dir"": [-0.2907755019251825, 0.9567909712963992]}, {""move_vx"": -4.242640687119285, ""move_vy"": 4.242640687119285, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.7, ""kick_dir"": [-0.9999822364993282, 0.005958669226760873]}, {""move_vx"": -3.3969518815267175, ""move_vy"": 0.7557234379004621, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -3.8183766184073566, ""move_vy"": -3.8183766184073566, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 5.4, ""move_vy"": 0.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.1012193308819755, ""move_vy"": -4.1012193308819755, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.335121654922536, ""move_vy"": 0.8345519319830378, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -5.6010704827066435, ""move_vy"": -2.1512808853686143, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": 4.946613741447246, ""move_vy"": 1.241375242593983, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -0.0, ""move_vy"": 0.0, ""kick_power"": 0.9, ""kick_dir"": [0.9934257176983522, -0.1144767636138245]}, {""move_vx"": -0.0, ""move_vy"": 6.0, ""kick_power"": 0.0, ""kick_dir"": null}, {""move_vx"": -4.9810267575051945, ""move_vy"": -1.1848090314549875, ""kick_power"": 0.0, ""kick_dir"": null}]"
