category,window,episode,entity,team,role,scenario,scenario_variant,possession_pct,dribbles,tackles,blocks,passes,passes_completed,pass_accuracy,shots_on,shots_off,goals,clears,saves,goals_for,goals_against,reward_episode
team,,1641,A,A,,default,0,18.348623853211024,,,,0,0,0.0,,,0,,,0,1,-80.8865309117877
team,,1641,B,B,,default,0,66.05504587155973,,,,1,0,0.0,,,1,,,1,0,72.47135365891457
player,,1641,p0,A,Goalkeeper,default,0,,0,0,0,0,0,0.0,1,0,1,0,1,,,-2.3445608979943238
player,,1641,p1,A,Left Fullback,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,-8.691181599229212
player,,1641,p2,A,Center Back,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,-8.798339764045865
player,,1641,p3,A,Center Back,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,-8.769799580155329
player,,1641,p4,A,Right Fullback,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,-8.852296004735148
player,,1641,p5,A,Left Midfielder,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,-6.907211536958338
player,,1641,p6,A,Central Midfielder,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,-7.224368067793368
player,,1641,p7,A,Central Midfielder,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,-6.919028708377087
player,,1641,p8,A,Right Midfielder,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,-6.844530322862746
player,,1641,p9,A,Striker,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,-7.740631610679962
player,,1641,p10,A,Striker,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,-7.794582818956315
player,,1641,p11,B,Goalkeeper,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,6.093134004481929
player,,1641,p12,B,Right Fullback,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,6.385184119773223
player,,1641,p13,B,Center Back,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,6.218742606494971
player,,1641,p14,B,Center Back,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,6.2757636584890495
player,,1641,p15,B,Left Fullback,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,6.333741214993712
player,,1641,p16,B,Central Midfielder,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,5.5890925168349455
player,,1641,p17,B,Central Midfielder,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,5.7755882094195155
player,,1641,p18,B,Central Midfielder,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,5.723269798650017
player,,1641,p19,B,Right Winger,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,7.01812991807876
player,,1641,p20,B,Striker,default,0,,1,0,0,1,0,0.0,1,0,0,0,0,,,9.877283748408477
player,,1641,p21,B,Left Winger,default,0,,0,0,0,0,0,0.0,0,0,0,0,0,,,7.181423863289954
